0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269
this,game,fun,one,it,the,ads,really,kill,though,i,understand,free,game,devs,need,make,money,somehow,there,optional,ads,double,points,continue,run,there,also,plenty,things,store,spend,real,money,on,the,problem,is,also,ads,play,almost,every,time,die,you,are,lucky,make,minutes,without,one,this,game,supposed,zen,the,constants,hand,money,kills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,graphics,sound,rocks,stand,background,backdrops,leads,unexpected,deaths,feel,deserved,the,camera,angle,also,often,close,sometimes,impossible,know,land,move,not,it,is,decent,timewaster,oversights,take,away,enjoyment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,game,amazing,appearance,great,feel,however,game,falls,short,gameplay,though,smooth,well,built,obstacles,need,avoid,order,lose,incredibly,hard,see,they,silhouettes,problem,every,foreground,mid,ground,object,silhouette,the,various,shapes,obstacle,takes,makes,difficult,even,realize,going,hurt,you,generally,realizing,loosing,wonderful,music,image,difficult,design,gameplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,game,could,fun,one,enjoyed,long,time,it,is,simple,learn,compelling,great,art,and,a,while,actually,fun,butthead,model,awful,an,second,ad,every,time,die,want,continue,progress,but,gameplay,really,cuts,me,game,physics,change,randomly,worked,might,work,next,time,lighting,changes,can,not,see,player,quests,depend,unreachable,goals,ruins,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostly,good,i,encountered,weird,glitch,when,i,jumped,screen,suddenly,switched,solid,blue,sky,colorblock,solid,dark,gray,ground,block,the,distance,traveled,said,mi,gone,several,thousand,when,i,tapped,screen,i,quickly,saw,several,game,messages,rapid,succession,screen,jittery,phone,lagging,badly,not,sure,i,caused,reproduce,it,samsung,galaxy,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
first,all,awesome,game,very,fun,feels,smooth,when,actually,working,is,what,i,mean,is,time,ten,minutes,playing,game,less,lags,point,unplayable,once,i,saw,best,distance,flag,right,side,small,cavern,lagging,i,time,jumps,properly,register,untill,much,late,i,close,reopen,game,temporarily,fixes,problem,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,game,overall,challenging,but,ridiculous,amount,pop,ads,unbearable,i,would,love,play,but,nope,i,am,constantly,backing,game,i,crash,avoid,ads,i,understand,watch,ad,revive,player,good,run,but,relentless,popups,make,want,throw,towel,uninstall,well,couple,weeks,i,rated,game,contact,developers,and,still,relentless,ads,i,am,uninstalling,good,job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,good,sequel,first,really,laggy,phone,just,like,first,game,i,randomly,run,fps,drops,impact,progression,probably,need,device,upgrade,know,others,also,experiencing,lag,need,contrast,player,background,especially,wall,riding,rocks,night,also,chasm,jumps,seemingly,impossible,certain,characters,maya,lead,mile,long,shallow,slope,no,way,get,additional,speed,prior,long,jumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,game,beautiful,artwork,music,beautiful,well,the,gameplay,ok,it,seems,hard,really,plan,ahead,crevice,ahead,sometimes,certain,mechanics,like,wall,grind,actually,clear,yoy,chasm,like,challenges,ridiculously,hard,spend,money,skipping,watching,ads,skip,them,infuriating,core,game,be,it,is,worth,get,last,character,great,art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,played,minutes,i,impressed,actual,game,visual,sound,design,good,everyone,says,however,gamer,i,give,low,marks,top,pay,money,continue,aspect,scoring,system,i,find,particularly,offensive,controlling,character,sluggish,unresponsive,as,artistic,phone,game,nice,look,i,played,better,true,games,games,paid,micro,transactions,them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sort,fun,controls,simple,much,explanation,given,would,soft,stars,but,i,choose,watch,second,unskip,able,ad,revive,i,am,still,hit,watching,second,unskip,able,ad,start,over,not,huge,issue,except,i,keep,getting,long,flat,sections,can,not,tricks,followed,chasms,require,lot,speed,cross,you,see,ad,issue,frustrating,now,right,uninstalling,may,try,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,fun,zen,easy,lose,hours,to,the,problem,ads,the,games,main,draw,sort,zen,flow,state,ads,blasting,ear,completely,take,it,also,die,it,will,offer,ad,revive,if,turn,ad,sometimes,it,will,play,any,way,give,nothing,i,know,alternative,is,since,things,must,monetized,yet,another,case,capitalism,robbed,game,thing,makes,compelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,buggy,some,bugs,fun,for,whatever,reason,trouble,reseting,momentum,jump,soon,hit,ground,ramp,fling,really,far,air,other,bugs,include,menu,load,screen,scaling,right,leading,level,resets,visible,corner,screen,game,randomly,failing,render,period,in,ways,upgrade,original,in,ways,performance,bugs,downgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pretty,mediocre,one,control,design,feels,limiting,clunky,benefits,gets,simple,may,be,held,pick,speeds,jumps,something,tap,either,side,change,direction,flip,would,better,also,hard,tell,obstacle,foreground,background,night,hardly,see,rocks,all,very,cool,game,could,executed,much,better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,game,great,i,love,it,but,ads,absolute,pain,i,get,needs,monetized,least,offer,option,remove,video,ads,purchase,it,ruins,vibes,game,annoying,there,is,already,option,remove,one,kind,ads,add,another,make,removes,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,game,discourages,curiosity,punishing,harshly,crashing,something,so,know,something,that,is,background,a,decoy,rock,avoid,kind,power,up,in,contrast,consider,breakout,might,get,dumb,item,end,world,game,good,live,bad,game,over,but,course,real,objective,get,watch,ads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newest,update,glitch,happening,background,near,center,screen,i,go,rock,force,field,another,issue,glitch,gameplay,this,case,update,it,wonderful,game,issue,update,please,fix,soon,possible,also,get,rid,stupid,lem,ieri,wall,grind,still,got,me,also,enough,do,support,walla,diam,play,game,enraged,face,faces,team,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cute,graphics,nice,motion,controls,confusing,i,still,do,not,really,know,supposed,jump,things,onto,hot,air,balloons,can,not,jump,wo,flipping,upside,down,i,have,played,game,lot,past,month,i,still,feel,confused,day,i,first,tried,it,i,have,finally,given,up,hope,people,better,luck,person,shrugging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,recently,coming,back,game,deleting,storage,space,i,love,game,want,restart,progress,here,lies,problem,whenever,i,try,enable,google,play,options,menu,game,change,menu,say,high,score,top,crash,i,know,worked,past,does,not,i,changed,phone,updated,anything,if,i,could,get,help,would,great,but,now,stars,seems,fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
too,many,ads,why,keep,i,want,continue,it,asks,want,to,see,ad,continue,i,select,end,run,instead,shows,ad,anyways,annoying,i,close,game,happens,still,gave,stars,game,awesome,would,relaxing,ad,experience,producing,frustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,game,much,problem,i,app,type,ads,give,me,it,give,ads,try,trick,touch,send,different,page,ads,do,not,let,mute,sound,not,ads,like,make,frustrated,the,game,amazing,i,could,play,hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incredibly,buggy,still,many,bugs,plagued,previous,game,still,here,unchanged,unresolved,i,would,wager,i,know,way,around,game,mechanics,way,better,people,given,i,have,played,easily,hours,altos,adventure,came,spent,roughly,hours,game,past,days,adds,great,new,features,adds,verticality,game,missing,before,over,enhanced,altos,adventure,way,less,consistent,gameplay,i,would,love,compass,feature,used,let,play,indefinitely,biom,choice,the,canyons,hands,best,wall,grinding,others,may,be,dunes,comes,second,temples,bad,comparatively,i,want,to,able,play,canyons,forever,zen,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
listen,i,love,game,much,it,is,beautiful,easy,learn,super,fun,there,lives,wait,pay,i,zen,mode,i,want,fun,it,is,great,that,said,give,option,watch,ad,continue,runtimes,going,to,make,watch,ad,anyways,i,love,game,constant,un,skill,able,ads,make,hard,enjoy,sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,looking,game,relax,look,elsewhere,there,is,nothing,relaxing,crashing,rocks,can,not,even,see,due,art,style,constantly,dying,that,said,looking,nice,endless,runner,style,good,atmosphere,it,really,aesthetic,yet,frustrating,experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,game,great,peaceful,i,happy,i,started,up,i,thought,finally,actually,beautiful,game,phone,idiocy,controls,jumping,mechanics,ruin,hell,enjoyment,every,game,i,have,ever,played,wait,end,incline,jump,game,somehow,middle,ramp,i,dealtime,jump,way,go,also,hell,pull,backwards,ridiculous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
